13714.240000 0.000406
13715.350000 0.000415
13716.470000 0.000423
13717.580000 0.000431
13718.690000 0.000440
13719.800000 0.000448
13720.920000 0.000456
13722.030000 0.000465
13723.140000 0.000473
13724.260000 0.000481
13725.370000 0.000490
13726.480000 0.000498
13727.600000 0.000506
13728.710000 0.000515
13729.820000 0.000523
13730.940000 0.000531
13732.050000 0.000540
13733.170000 0.000548
13734.280000 0.000556
13735.390000 0.000565
13736.510000 0.000573
13737.620000 0.000581
13738.740000 0.000589
13739.850000 0.000598
13740.970000 0.000606
13742.080000 0.000614
13743.200000 0.000623
13744.310000 0.000633
13745.430000 0.000644
13746.540000 0.000655
13747.660000 0.000666
13748.770000 0.000678
13749.890000 0.000689
13751.000000 0.000700
13752.120000 0.000711
13753.230000 0.000723
13754.350000 0.000734
13755.460000 0.000745
13756.580000 0.000756
13757.700000 0.000767
13758.810000 0.000779
13759.930000 0.000790
13761.040000 0.000801
13762.160000 0.000812
13763.280000 0.000823
13764.390000 0.000846
13765.510000 0.000878
13766.630000 0.000911
13767.740000 0.000943
13768.860000 0.000975
13769.980000 0.001007
13771.090000 0.001039
13772.210000 0.001071
13773.330000 0.001103
13774.450000 0.001135
13775.560000 0.001167
13776.680000 0.001199
13777.800000 0.001231
13778.920000 0.001263
13780.030000 0.001295
13781.150000 0.001327
13782.270000 0.001359
13783.390000 0.001391
13784.510000 0.001425
13785.620000 0.001459
13786.740000 0.001494
13787.860000 0.001529
13788.980000 0.001564
13790.100000 0.001599
13791.220000 0.001634
13792.340000 0.001669
13793.460000 0.001703
13794.570000 0.001738
13795.690000 0.001773
13796.810000 0.001808
13797.930000 0.001842
13799.050000 0.001877
13800.170000 0.001912
13801.290000 0.001947
13802.410000 0.001982
13803.530000 0.002016
13804.650000 0.002055
13805.770000 0.002095
13806.890000 0.002136
13808.010000 0.002176
13809.130000 0.002216
13810.250000 0.002256
13811.370000 0.002296
13812.490000 0.002336
13813.610000 0.002376
13814.730000 0.002416
13815.850000 0.002456
13816.970000 0.002496
13818.090000 0.002536
13819.210000 0.002576
13820.330000 0.002616
13821.460000 0.002656
13822.580000 0.002696
13823.700000 0.002736
13824.820000 0.002815
13825.940000 0.002896
13827.060000 0.002978
13828.180000 0.003059
13829.310000 0.003140
13830.430000 0.003222
13831.550000 0.003305
13832.670000 0.003388
13833.790000 0.003471
13834.920000 0.003554
13836.040000 0.003637
13837.160000 0.003720
13838.280000 0.003803
13839.410000 0.003886
13840.530000 0.003970
13841.650000 0.004053
13842.780000 0.004136
13843.900000 0.004225
13845.020000 0.004367
13846.140000 0.004509
13847.270000 0.004651
13848.390000 0.004793
13849.510000 0.004935
13850.640000 0.005077
13851.760000 0.005220
13852.880000 0.005363
13854.010000 0.005505
13855.130000 0.005648
13856.260000 0.005792
13857.380000 0.005935
13858.500000 0.006078
13859.630000 0.006221
13860.750000 0.006365
13861.880000 0.006507
13863.000000 0.006651
13864.130000 0.006823
13865.250000 0.007064
13866.380000 0.007305
13867.500000 0.007546
13868.630000 0.007787
13869.750000 0.008029
13870.880000 0.008270
13872.000000 0.008512
13873.130000 0.008754
13874.250000 0.008996
13875.380000 0.009238
13876.500000 0.009480
13877.630000 0.009722
13878.750000 0.009965
13879.880000 0.010207
13881.010000 0.010450
13882.130000 0.010693
13883.260000 0.010936
13884.390000 0.011268
13885.510000 0.011680
13886.640000 0.012093
13887.760000 0.012506
13888.890000 0.012920
13890.020000 0.013333
13891.140000 0.013747
13892.270000 0.014161
13893.400000 0.014575
13894.530000 0.014989
13895.650000 0.015404
13896.780000 0.015819
13897.910000 0.016234
13899.040000 0.016650
13900.160000 0.017065
13901.290000 0.017481
13902.420000 0.017897
13903.550000 0.018313
13904.670000 0.019012
13905.800000 0.019794
13906.930000 0.020576
13908.060000 0.021358
13909.190000 0.022141
13910.310000 0.022924
13911.440000 0.023708
13912.570000 0.024492
13913.700000 0.025277
13914.830000 0.026062
13915.960000 0.026847
13917.090000 0.027633
13918.220000 0.028420
13919.340000 0.029206
13920.470000 0.029993
13921.600000 0.030780
13922.730000 0.031568
13923.860000 0.032403
13924.990000 0.034133
13926.120000 0.035863
13927.250000 0.037594
13928.380000 0.039325
13929.510000 0.041060
13930.640000 0.042793
13931.770000 0.044528
13932.900000 0.046263
13934.030000 0.048001
13935.160000 0.049737
13936.290000 0.051476
13937.420000 0.053215
13938.550000 0.054955
13939.680000 0.056697
13940.810000 0.058439
13941.950000 0.060182
13943.080000 0.061926
13944.210000 0.064083
13945.340000 0.067009
13946.470000 0.069933
13947.600000 0.072862
13948.730000 0.075789
13949.860000 0.078720
13951.000000 0.081652
13952.130000 0.084585
13953.260000 0.087520
13954.390000 0.090456
13955.520000 0.093394
13956.660000 0.096333
13957.790000 0.099275
13958.920000 0.102217
13960.050000 0.105162
13961.180000 0.108106
13962.320000 0.111054
13963.450000 0.114003
13964.580000 0.118343
13965.720000 0.123351
13966.850000 0.128361
13967.980000 0.133374
13969.120000 0.138392
13970.250000 0.143409
13971.380000 0.148429
13972.510000 0.153454
13973.650000 0.158482
13974.780000 0.163508
13975.920000 0.168541
13977.050000 0.173575
13978.180000 0.178612
13979.320000 0.183656
13980.450000 0.188697
13981.580000 0.193741
13982.720000 0.198791
13983.850000 0.203885
13984.990000 0.210600
13986.120000 0.217313
13987.260000 0.224034
13988.390000 0.230758
13989.530000 0.237485
13990.660000 0.244216
13991.800000 0.250955
13992.930000 0.257691
13994.070000 0.264430
13995.200000 0.271178
13996.340000 0.277923
13997.470000 0.284677
13998.610000 0.291434
13999.740000 0.298194
14000.880000 0.304931
14002.020000 0.311661
14003.150000 0.318394
14004.290000 0.324581
14005.420000 0.329966
14006.560000 0.335357
14007.700000 0.340745
14008.830000 0.346139
14009.970000 0.351534
14011.100000 0.356925
14012.240000 0.362322
14013.380000 0.367721
14014.510000 0.373120
14015.650000 0.378521
14016.790000 0.383928
14017.930000 0.389331
14019.060000 0.394740
14020.200000 0.400146
14021.340000 0.405558
14022.480000 0.410970
14023.610000 0.416380
14024.750000 0.420196
14025.890000 0.423629
14027.030000 0.427063
14028.160000 0.430500
14029.300000 0.433935
14030.440000 0.437371
14031.580000 0.440811
14032.720000 0.444248
14033.850000 0.447690
14034.990000 0.451131
14036.130000 0.454574
14037.270000 0.458018
14038.410000 0.461462
14039.550000 0.464907
